No,LFW,character,GHC,GX,rhyme,meaning,page number,character number
1332,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.08A.1,12
1333,508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.08A.1,13
1334,2946,𗁀,ko¹,qo̱¹,1.49,光,03.08A.1,14
1335,546,𘈫,ꞏu²,γu̱²,2.01,武,03.08A.1,15
1336,3139,𗤀,śjij¹,śe¹,1.35,代,03.08A.2,1
1337,4710,𗓽,lo¹,lo̱¹,1.49,洛,03.08A.2,2
1338,5087,𗭴,ꞏjow¹,yoṃ¹,1.57,陽,03.08A.2,3
1339,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.08A.2,4
1340,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.08A.2,5
1341,2983,𗅁,ꞏu²,γu̱²,2.01,中,03.08A.2,6
1342,2800,𗾩,xjwã¹,hwaṃ¹,1.26,縣,03.08A.2,7
1343,5267,𘍑,ljɨj¹,leṃ¹,1.42,令,03.08A.2,8
1344,5113,𘃡,wji¹,vi¹,1.10,為1,03.08A.2,9
1345,4861,𘝨,zjọ²,zoh²,2.64,時,03.08A.2,10
1346,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,皇,03.08A.2,11
1347,3894,𘊶,njɨ¹,nə¹,1.30,姑,03.08A.2,12
1348,510,𘓺,ŋwər¹,rŋwə̱r¹,1.84,公,03.08A.2,13
1349,5549,𘁤,tśhjiw²,tśhiw²,2.40,主,03.08A.2,14
1350,2221,𗩍,wə̣¹,nvwə̱¹,1.31,屬,03.08A.2,15
1351,1449,𗷬,tśhjwor²,rtśhwo̱r²,2.81,僕,03.08A.3,1
1352,5604,𘝦,dźjɨ,dźə¹,0,ERG,03.08A.3,2
1353,5113,𘃡,wji¹,vi¹,1.10,ERG,03.08A.3,3
1354,2440,𗾞,njɨ̱²,nnə²,2.29,日,03.08A.3,4
1355,1421,𗇸,zjɨ̣¹,zəh¹,1.69,晝,03.08A.3,5
1356,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.08A.3,6
1357,448,𗖌,gjɨ²,gə²,2.28,一,03.08A.3,7
1358,4342,𗞞,dja²,da²,2.17,D1,03.08A.3,8
1359,4225,𗜍,sja¹,sa¹,1.20,殺,03.08A.3,9
1360,433,𗖵,bju¹,bu¹,1.03,P.,03.08A.3,10
1361,510,𘓺,ŋwər¹,rŋwə̱r¹,1.84,公,03.08A.3,11
1362,5549,𘁤,tśhjiw²,tśhiw²,2.40,主,03.08A.3,12
1363,2862,𗫌,nji¹,ni¹,1.11,居,03.08A.3,13
1364,5447,𘋩,do²,do̱²,2.42,P.,03.08A.3,14
1365,1326,𘙌,kjɨ¹,kə¹,1.30,D1,03.08A.3,15
1366,989,𘄔,piəj²,pae̱ṃ²,2.36,逃,03.08A.4,1
1367,2012,𗌃,tũ¹,tu̱ṃ¹,1.96,董,03.08A.4,2
1368,1363,𗘬,sjwa¹,swa¹,1.20,宣,03.08A.4,3
1369,5026,𗓁,mji¹,mi¹,1.11,聞1,03.08A.4,4
1370,1906,𗅉,niow¹,nuo¹,1.57,後,03.08A.4,5
1371,2920,𗂈,źjɨ̣¹,źəh¹,1.69,左,03.08A.4,6
1372,2547,𗼛,tśier¹,rtṣai̱r¹,1.78,右,03.08A.4,7
1373,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.08A.4,8
1374,5871,𘒫,ze̱w²,nzi̱w²,2.41,遣,03.08A.4,9
1375,4710,𗓽,lo¹,lo̱¹,1.49,洛,03.08A.4,10
1376,5087,𗭴,ꞏjow¹,yoṃ¹,1.57,陽,03.08A.4,11
1377,4625,𘚔,mji̱j²,mme²,2.35,尾,03.08A.4,12
1378,5856,𘕿,ɣa²,γa̱²,2.14,P.,03.08A.4,13
1379,1326,𘙌,kjɨ¹,kə¹,1.30,D1,03.08A.4,14
1380,5522,𗭻,lji̱j²,nle²,2.35,待1,03.08A.4,15
1381,749,𗟻,phji¹,phi¹,1.11,使1,03.08A.5,1
1382,824,𗉮,tśhjɨ²,tśhə²,2.27,立,03.08A.5,2
1383,5417,𘃛,rjar²,rar²,2.74,即,03.08A.5,3
1384,510,𘓺,ŋwər¹,rŋwə̱r¹,1.84,公,03.08A.5,4
1385,5549,𘁤,tśhjiw²,tśhiw²,2.40,主,03.08A.5,5
1386,1449,𗷬,tśhjwor²,rtśhwo̱r²,2.81,僕,03.08A.5,6
1387,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,03.08A.5,7
1388,2590,𗋚,wjɨ²,və²,2.27,D1,03.08A.5,8
1389,2797,𗣈,lho,lho̱?,0,出,03.08A.5,9
1390,1115,𘆽,gjij¹,ge¹,1.36,馬,03.08A.5,10
1391,1778,𗙼,ꞏju²,yu²,2.02,前,03.08A.5,11
1392,4507,𗀚,śio¹,ṣao̱¹,1.50,引,03.08A.5,12
1393,2012,𗌃,tũ¹,tu̱ṃ¹,1.96,董,03.08A.5,13
1394,1363,𗘬,sjwa¹,swa¹,1.20,宣,03.08A.5,14
1395,1449,𗷬,tśhjwor²,rtśhwo̱r²,2.81,僕,03.08A.5,15
1396,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,03.08A.6,1
1397,5146,𘗒,bju²,bu²,2.03,召,03.08A.6,2
1398,764,𘆝,rjijr¹,rer¹,1.74,馬,03.08A.6,3
1399,89,𗀔,tśhja̱¹,tśhaw¹,1.21,P.,03.08A.6,4
1400,1452,𗱢,nja¹,na¹,1.20,D1,03.08A.6,5
1401,394,𗱅,lhjị²,lhih²,2.60,下,03.08A.6,6
1402,749,𗟻,phji¹,phi¹,1.11,使1,03.08A.6,7
1403,5688,𘕣,wa²,vwa̱²,2.14,何,03.08A.6,8
1404,2484,𘔼,nio̱w¹,nuo¹,1.57,故,03.08A.6,9
1405,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.08A.6,10
1406,4225,𗜍,sja¹,sa¹,1.20,殺,03.08A.6,11
1407,4601,𘉞,nja²,na²,2.17,2SG,03.08A.6,12
1408,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.08A.6,13
1409,510,𘓺,ŋwər¹,rŋwə̱r¹,1.84,公,03.08A.6,14
1410,5549,𘁤,tśhjiw²,tśhiw²,2.40,主,03.08A.6,15
1411,4456,𘴈,tha²,tha̱²,2.54,大,03.08A.7,1
1412,945,𗕣,tshjạ¹,tshah¹,1.64,怒,03.08A.7,2
1413,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,03.08A.7,3
1414,5447,𘋩,do²,do̱²,2.42,P.,03.08A.7,4
1415,1326,𘙌,kjɨ¹,kə¹,1.30,D1,03.08A.7,5
1416,2830,𗅮,dju¹,du¹,1.03,告,03.08A.7,6
1417,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,03.08A.7,7
1418,2012,𗌃,tũ¹,tu̱ṃ¹,1.96,董,03.08A.7,8
1419,1363,𗘬,sjwa¹,swa¹,1.20,宣,03.08A.7,9
1420,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,03.08A.7,10
1421,4225,𗜍,sja¹,sa¹,1.20,殺,03.08A.7,11
1422,3357,𗧠,kiẹj²,qae̱h²,2.53,欲,03.08A.7,12
1423,2012,𗌃,tũ¹,tu̱ṃ¹,1.96,董,03.08A.7,13
1424,1363,𗘬,sjwa¹,swa¹,1.20,宣,03.08A.7,14
1425,1045,𘒣,dạ²,da̱h²,2.56,曰,03.08A.7,15
1426,3508,𗂸,bji²,bi²,2.10,臣,03.08B.1,1
1427,1045,𘒣,dạ²,da̱h²,2.56,曰,03.08B.1,2
1428,5981,𗈪,ꞏja,a?,0,一,03.08B.1,3
1429,3195,𗣃,gjwi²,gwi²,2.10,句,03.08B.1,4
1430,795,𘙇,rjɨr²,rər²,2.77,D1,03.08B.1,5
1431,5612,𘎪,tshji̱j¹,ntshe¹,1.39,說1,03.08B.1,6
1432,749,𗟻,phji¹,phi¹,1.11,使1,03.08B.1,7
1433,2098,𗧓,ŋa²,ŋa̱²,2.14,1SG,03.08B.1,8
1434,705,𘅍,zjịj¹,zeh¹,1.61,時,03.08B.1,9
1435,5918,𗈶,sjɨ¹,sə¹,1.30,死2,03.08B.1,10
1436,4841,𘗐,djij²,de²,2.33,D2,03.08B.1,11
1437,4279,𗛮,wə̱¹,nvwə̱¹,1.31,服,03.08B.1,12
1438,2098,𗧓,ŋa²,ŋa̱²,2.14,1SG,03.08B.1,13
1439,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.08B.1,14
1440,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,03.08B.1,15
1441,1045,𘒣,dạ²,da̱h²,2.56,曰,03.08B.2,1
1442,5688,𘕣,wa²,vwa̱²,2.14,何,03.08B.2,2
1443,3974,𘀽,tshji̱²,ntshi²,2.12,說2,03.08B.2,3
1444,4601,𘉞,nja²,na²,2.17,2SG,03.08B.2,4
1445,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.08B.2,5
1446,3027,𗊬,kụ²,qu̱h²,2.51,答,03.08B.2,6
1447,510,𘓺,ŋwər¹,rŋwə̱r¹,1.84,皇,03.08B.2,7
1448,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,03.08B.2,8
1449,1449,𗷬,tśhjwor²,rtśhwo̱r²,2.81,僕,03.08B.2,9
1450,5022,𗔱,ljɨ¹,lə¹,1.29,威,03.08B.2,10
1451,2118,𗥁,śjow²,ṣao̱ṃ²,2.48,????,03.08B.2,11
1452,749,𗟻,phji¹,phi¹,1.11,使1,03.08B.2,12
1453,5880,𗳒,ŋwu²,ŋwu̱²,2.01,而,03.08B.2,13
1454,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.08B.2,14
1455,685,𘄽,ŋạ²,ŋa̱h²,2.56,善,03.08B.2,15
1456,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,03.08B.3,1
1457,4225,𗜍,sja¹,sa¹,1.20,殺,03.08B.3,2
1458,3583,𗫂,tja¹,ta¹,1.20,者,03.08B.3,3
1459,2937,𗂧,lhjịj²,lheh²,0,國,03.08B.3,4
1460,582,𘝶,thjij²,the²,2.33,何,03.08B.3,5
1461,3211,𗦜,sjo²,so²,2.44,云,03.08B.3,6
1462,720,𘇚,mji̱²,mmi²,2.12,治2,03.08B.3,7
1463,5113,𘃡,wji¹,vi¹,1.10,為1,03.08B.3,8
1464,3508,𗂸,bji²,bi²,2.10,臣,03.08B.3,9
1465,1245,𘝵,ꞏjij¹,ye¹,1.36,自,03.08B.3,10
1466,1245,𘝵,ꞏjij¹,ye¹,1.36,自,03.08B.3,11
1467,4225,𗜍,sja¹,sa¹,1.20,殺,03.08B.3,12
1468,3357,𗧠,kiẹj²,qae̱h²,2.53,欲,03.08B.3,13
1469,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.08B.3,14
1470,824,𗉮,tśhjɨ²,tśhə²,2.27,立,03.08B.3,15
1471,5417,𘃛,rjar²,rar²,2.74,即,03.08B.4,1
1472,2750,𗥦,ɣu¹,γu̱¹,1.04,頭,03.08B.4,2
1473,3406,𗃵,pjụ²,puh²,2.52,殿,03.08B.4,3
1474,1778,𗙼,ꞏju²,yu²,2.02,前,03.08B.4,4
1475,1435,𗸋,tsewr²,rtsi̱wr²,2.78,觸,03.08B.4,5
1476,2734,𗊴,sjij¹,se¹,1.36,血,03.08B.4,6
1477,4161,𗛧,ljụ¹,lluh¹,1.59,流,03.08B.4,7
1478,1204,𘅞,njijr²,rner²,2.68,面,03.08B.4,8
1479,5171,𘏋,sə¹,sə̱¹,1.27,滿,03.08B.4,9
1480,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,03.08B.4,10
1481,1526,𘒇,tshji²,tshi²,2.10,侍,03.08B.4,11
1482,3818,𗇋,mjijr²,rmer²,2.68,者,03.08B.4,12
1483,5689,𘗠,ɣa¹,γa̱¹,1.17,門,03.08B.4,13
1484,1103,𗘩,nər²,rnə̱r²,2.76,黃,03.08B.4,14
1485,3766,𗀹,zji¹,zi¹,1.11,小,03.08B.4,15
1486,4489,𗷆,phji̱¹,mphi¹,1.14,使,03.08B.5,1
1487,2012,𗌃,tũ¹,tu̱ṃ¹,1.96,董,03.08B.5,2
1488,1363,𗘬,sjwa¹,swa¹,1.20,宣,03.08B.5,3
1489,5447,𘋩,do²,do̱²,2.42,P.,03.08B.5,4
1490,465,𗹓,tśjɨj¹,tśeṃ¹,1.42,遣,03.08B.5,5
1491,5113,𘃡,wji¹,vi¹,1.10,為1,03.08B.5,6
1492,510,𘓺,ŋwər¹,rŋwə̱r¹,1.84,公,03.08B.5,7
1493,5549,𘁤,tśhjiw²,tśhiw²,2.40,主,03.08B.5,8
1494,5447,𘋩,do²,do̱²,2.42,P.,03.08B.5,9
1495,5148,𘕋,dźjar²,dźih²,2.60,罪,03.08B.5,10
1496,1326,𘙌,kjɨ¹,kə¹,1.30,D1,03.08B.5,11
1497,5173,𘖗,dźjɨ̣,dźə¹,0,拔,03.08B.5,12
1498,4481,𗶷,śjɨ¹,śə¹,1.29,往2,03.08B.5,13
1499,4601,𘉞,nja²,na²,2.17,2SG,03.08B.5,14
1500,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.08B.5,15
1501,2012,𗌃,tũ¹,tu̱ṃ¹,1.96,董,03.08B.6,1
1502,1363,𗘬,sjwa¹,swa¹,1.20,宣,03.08B.6,2
1503,1918,𗅋,mji¹,mi¹,1.11,不,03.08B.6,3
1504,3575,𗨉,nji²,ni²,2.10,聽2,03.08B.6,4
1505,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,03.08B.6,5
1506,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.08B.6,6
1507,5871,𘒫,ze̱w²,nzi̱w²,2.41,遣,03.08B.6,7
1508,3510,𗃎,ꞏjijr¹,ryer¹,1.74,強,03.08B.6,8
1509,5880,𗳒,ŋwu²,ŋwu̱²,2.01,而,03.08B.6,9
1510,333,𘅋,ŋwer²,rŋwi̱r²,2.71,膝,03.08B.6,10
1511,3498,𗅌,ɣor²,rγo̱r²,2.80,屈,03.08B.6,11
1512,2663,𗦞,kjwɨ̣¹,kwəh¹,1.69,跪,03.08B.6,12
1513,749,𗟻,phji¹,phi¹,1.11,使1,03.08B.6,13
1514,1452,𗱢,nja¹,na¹,1.20,D1,03.08B.6,14
1515,5007,𗑯,gjur²,rgur²,2.70,卧,03.08B.6,15
1516,1918,𗅋,mji¹,mi¹,1.11,不,03.08B.7,1
1517,2064,𗢵,wor¹,rvwo̱r¹,1.89,起,03.08B.7,2
1518,510,𘓺,ŋwər¹,rŋwə̱r¹,1.84,公,03.08B.7,3
1519,5549,𘁤,tśhjiw²,tśhiw²,2.40,主,03.08B.7,4
1520,2012,𗌃,tũ¹,tu̱ṃ¹,1.96,董,03.08B.7,5
1521,1363,𗘬,sjwa¹,swa¹,1.20,宣,03.08B.7,6
1522,1918,𗅋,mji¹,mi¹,1.11,不,03.08B.7,7
1523,2663,𗦞,kjwɨ̣¹,kwəh¹,1.69,跪,03.08B.7,8
1524,46,𘟀,ljij²,le²,2.33,見1,03.08B.7,9
1525,1906,𗅉,niow¹,nuo¹,1.57,後,03.08B.7,10
1526,322,𘘦,tśhjwo¹,tśhwow¹,1.48,故,03.08B.7,11
1527,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,03.08B.7,12
1528,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,03.08B.7,13
1529,1822,𗖸,ŋwu̱¹,ŋŋwu̱¹,1.05,曰,03.08B.7,14
1530,3926,𘀍,nja²,na²,2.17,汝,03.08B.7,15
1531,5305,𘛟,wjij²,ve²,2.32,叔,03.09A.1,1
1532,2025,𗋗,sjwi¹,swi¹,1.11,貧,03.09A.1,2
1533,214,𘔫,lụ²,lu̱h²,2.51,窮,03.09A.1,3
1534,2730,𗇈,khwa²,qhwa̱²,2.14,布,03.09A.1,4
1535,4906,𗔛,gjwi²,gwi²,2.10,着1,03.09A.1,5
1536,4861,𘝨,zjọ²,zoh²,2.64,時,03.09A.1,6
1537,5815,𘂆,tsjɨ¹,tsə¹,1.30,亦,03.09A.1,7
1538,5918,𗈶,sjɨ¹,sə¹,1.30,死2,03.09A.1,8
1539,5148,𘕋,dźjar²,dźih²,2.60,罪,03.09A.1,9
1540,500,𘄩,tsjụ¹,tsuh¹,1.59,犯,03.09A.1,10
1541,3818,𗇋,mjijr²,rmer²,2.68,者,03.09A.1,11
1542,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.09A.1,12
1543,929,𗱠,dźjij¹,dźe¹,1.35,純,03.09A.1,13
1544,1892,𗎭,mji̱¹,mmi¹,1.14,宫,03.09A.1,14
1545,2983,𗅁,ꞏu²,γu̱²,2.01,中,03.09A.1,15
1546,1071,𗱚,dzju̱²,ndzu²,2.06,匿,03.09A.2,1
1547,2708,𗅂,rjar¹,rar¹,1.82,司,03.09A.2,2
1548,2983,𗅁,ꞏu²,γu̱²,2.01,中,03.09A.2,3
1549,5146,𘗒,bju²,bu²,2.03,召,03.09A.2,4
1550,3818,𗇋,mjijr²,rmer²,2.68,者,03.09A.2,5
1551,5689,𘗠,ɣa¹,γa̱¹,1.17,戶,03.09A.2,6
1552,785,𗎘,bju²,bu²,2.02,邊,03.09A.2,7
1553,1326,𘙌,kjɨ¹,kə¹,1.30,D1,03.09A.2,8
1554,213,𗶚,njij¹,ne¹,1.36,近,03.09A.2,9
1555,5643,𘖑,mjɨ¹,mə¹,1.30,不,03.09A.2,10
1556,1617,𘜕,kjir²,rkir²,2.72,敢,03.09A.2,11
1557,3133,𗫈,sjij¹,se¹,1.36,今,03.09A.2,12
1558,4028,𗍳,nji²,ni²,2.10,汝,03.09A.2,13
1559,3513,𗹦,mə¹,mə̱¹,1.27,天,03.09A.2,14
1560,2349,𗼓,zjɨ̣¹,zəh¹,1.69,子,03.09A.2,15
1561,795,𘙇,rjɨr²,rər²,2.77,D1,03.09A.3,1
1562,5113,𘃡,wji¹,vi¹,1.10,為1,03.09A.3,2
1563,582,𘝶,thjij²,the²,2.33,何,03.09A.3,3
1564,3211,𗦜,sjo²,so²,2.44,云,03.09A.3,4
1565,5354,𘌽,thjɨ²,thə²,2.28,此,03.09A.3,5
1566,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.09A.3,6
1567,5356,𘞪,tjịj¹,teh¹,1.61,獨,03.09A.3,7
1568,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,03.09A.3,8
1569,5130,𘛥,rjur¹,rur¹,1.76,降,03.09A.3,9
1570,1346,𗌻,ꞏjar²,rya̱r²,2.73,伏,03.09A.3,10
1571,5643,𘖑,mjɨ¹,mə¹,1.30,不,03.09A.3,11
1572,2620,𗩱,njwi²,nwi²,2.10,能,03.09A.3,12
1573,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.09A.3,13
1574,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,03.09A.3,14
1575,1045,𘒣,dạ²,da̱h²,2.56,曰,03.09A.3,15
1576,3513,𗹦,mə¹,mə̱¹,1.27,天,03.09A.4,1
1577,2349,𗼓,zjɨ̣¹,zəh¹,1.69,子,03.09A.4,2
1578,5264,𘛢,mjijr¹,rmer¹,1.74,庸,03.09A.4,3
1579,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.09A.4,4
1580,4950,𗑠,rjir²,rir²,2.72,P.,03.09A.4,5
1581,1608,𘙰,lew²,li̱w²,2.38,同,03.09A.4,6
1582,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.09A.4,7
1583,824,𗉮,tśhjɨ²,tśhə²,2.27,立,03.09A.4,8
1584,5417,𘃛,rjar²,rar²,2.74,即,03.09A.4,9
1585,2012,𗌃,tũ¹,tu̱ṃ¹,1.96,董,03.09A.4,10
1586,1363,𗘬,sjwa¹,swa¹,1.20,宣,03.09A.4,11
1587,1139,𗗙,ꞏjij¹,ye¹,1.36,之,03.09A.4,12
1588,2698,𗎫,tsji̱r²,rtser²,2.86,性,03.09A.4,13
1589,3510,𗃎,ꞏjijr¹,ryer¹,1.74,剛,03.09A.4,14
1590,3508,𗂸,bji²,bi²,2.10,臣,03.09A.4,15
1591,2639,𗦻,mji̱j²,mme²,2.35,名,03.09A.5,1
1592,5981,𗈪,ꞏja,a?,0,D1,03.09A.5,2
1593,826,𗱁,thjɨ¹,thə¹,1.30,召,03.09A.5,3
1594,5113,𘃡,wji¹,vi¹,1.10,為1,03.09A.5,4
1595,4342,𗞞,dja²,da²,2.17,D1,03.09A.5,5
1596,5974,𘕖,wjịj²,veh²,2.54,放,03.09A.5,6
1597,5865,𘕕,sọ¹,so̱ṃh¹,1.70,三,03.09A.5,7
1598,1084,𗰗,ɣạ²,γa̱h²,2.56,十,03.09A.5,8
1599,966,𗕑,khjɨ²,khə²,2.28,萬,03.09A.5,9
1600,1348,𘘘,sa¹,sa̱¹,1.17,緡,03.09A.5,10
1601,1604,𘔭,dzjɨj¹,dzeṃ¹,1.42,錢,03.09A.5,11
1602,4342,𗞞,dja²,da²,2.17,D1,03.09A.5,12
1603,1105,𘓯,khjow¹,khoṃ¹,1.56,賜1,03.09A.5,13
1604,5354,𘌽,thjɨ²,thə²,2.28,此,03.09A.5,14
1605,1183,𘅣,dạ²,da̱h²,2.56,事,03.09A.5,15
1606,2503,𗏡,kụ¹,qu̱h¹,1.55,後,03.09A.6,1
1607,5493,𘟑,xã²,ha̱ṃ²,2.22,漢,03.09A.6,2
1608,3139,𗤀,śjij¹,śe¹,1.35,代,03.09A.6,3
1609,4797,𘝞,ꞏjwɨr²,rywər²,2.77,文,03.09A.6,4
1610,5993,𘂤,kha¹,qha̱¹,1.17,中,03.09A.6,5
1611,5612,𘎪,tshji̱j¹,ntshe¹,1.39,說1,03.09A.6,6
1612,1030,𘑲,tśjow¹,tśoṃ¹,1.56,張,03.09A.7,1
1613,2946,𗁀,ko¹,qo̱¹,1.49,鋼,03.09A.7,2
1614,1906,𗅉,niow¹,nuo¹,1.57,後,03.09A.7,3
1615,2639,𗦻,mji̱j²,mme²,2.35,名,03.09A.7,4
1616,2872,𗩇,wẽ¹,vwi̱ṃ¹,1.15,文,03.09A.7,5
1617,5157,𘎫,kji¹,ki¹,1.11,紀,03.09A.7,6
1618,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.09A.7,7
1619,546,𘈫,ꞏu²,γu̱²,2.01,武,03.09A.7,8
1620,5087,𗭴,ꞏjow¹,yoṃ¹,1.58,陽,03.09A.7,9
1621,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.09A.7,10
1622,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.09A.7,11
1623,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.09A.7,12
1624,508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.09A.7,13
1625,5493,𘟑,xã²,ha̱ṃ²,2.22,漢,03.09A.7,14
1626,1643,𗙔,xwã¹,hwa̱ṃ¹,1.24,桓,03.09A.7,15
1627,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,03.09B.1,1
1628,3139,𗤀,śjij¹,śe¹,1.35,代,03.09B.1,2
1629,3587,𗪦,pia¹,paa̱¹,1.18,八,03.09B.1,3
1630,4455,𘜳,tha²,tha̱²,2.14,道,03.09B.1,4
1631,5442,𘏸,śiə¹,ṣaə̱¹,1.28,使,03.09B.1,5
1632,1326,𘙌,kjɨ¹,kə¹,1.30,D1,03.09B.1,6
1633,5871,𘒫,ze̱w²,nzi̱w²,2.41,遣,03.09B.1,7
1634,2019,𗋕,thja¹,tha¹,1.20,此,03.09B.1,8
1635,433,𗖵,bju¹,bu¹,1.03,P.,03.09B.1,9
1636,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.09B.1,10
1637,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.09B.1,11
1638,2983,𗅁,ꞏu²,γu̱²,2.01,中,03.09B.1,12
1639,968,𗱕,rjur¹,rur¹,1.76,諸,03.09B.1,13
1640,2708,𗅂,rjar¹,rar¹,1.82,司,03.09B.1,14
1641,2858,𗧥,zjir²,rzir²,2.72,長,03.09B.1,15
1642,1638,𘄎,gji¹,gi¹,1.11,清,03.09B.2,1
1643,4672,𘝣,niəj¹,ṇae̱ṃ¹,1.41,濁,03.09B.2,2
1644,5985,𗈹,sji̱¹,nsi¹,1.14,察,03.09B.2,3
1645,3606,𗦾,ꞏju̱¹,yu¹,1.07,觀,03.09B.2,4
1646,5113,𘃡,wji¹,vi¹,1.10,為1,03.09B.2,5
1647,3454,𗆎,tshjij²,tshe²,2.32,七,03.09B.2,6
1648,4455,𘜳,tha²,tha̱²,2.14,道,03.09B.2,7
1649,5442,𘏸,śiə¹,ṣaə̱¹,1.28,使,03.09B.2,8
1650,3990,𗭒,khjɨ¹,khə¹,1.30,足,03.09B.2,9
1651,5981,𗈪,ꞏja,a?,0,D1,03.09B.2,10
1652,4762,𗓓,tśhjij¹,tśhe¹,1.35,舉,03.09B.2,11
1653,1030,𘑲,tśjow¹,tśoṃ¹,1.56,張,03.09B.2,12
1654,2946,𗁀,ko¹,qo̱¹,1.49,鋼,03.09B.2,13
1655,5356,𘞪,tjịj¹,teh¹,1.61,獨,03.09B.2,14
1656,1918,𗅋,mji¹,mi¹,1.11,不,03.09B.2,15
1657,4481,𗶷,śjɨ¹,śə¹,1.29,往2,03.09B.3,1
1658,4233,𗟔,ko¹,qo̱¹,1.49,車,03.09B.3,2
1659,762,𘚢,dźiej²,dẓae̱²,2.31,輪,03.09B.3,3
1660,724,𘆄,njɨ²,nə²,2.28,等,03.09B.3,4
1661,2658,𗾄,lə̣¹,llə̱h¹,1.68,埋,03.09B.3,5
1662,4710,𗓽,lo¹,lo̱¹,1.49,洛,03.09B.3,6
1663,5087,𗭴,ꞏjow¹,yoṃ¹,1.58,陽,03.09B.3,7
1664,2247,𗣔,tu¹,tu̱¹,2.01,都,03.09B.3,8
1665,3836,𗇊,thjij²,the²,2.33,亭,03.09B.3,9
1666,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.09B.3,10
1667,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.09B.3,11
1668,2983,𗅁,ꞏu²,γu̱²,2.01,中,03.09B.3,12
1669,1452,𗱢,nja¹,na¹,1.20,D1,03.09B.3,13
1670,5404,𘐆,la¹,la̱¹,1.17,載,03.09B.3,14
1671,1045,𘒣,dạ²,da̱h²,2.56,曰,03.09B.3,15
1672,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.09B.4,1
1673,4181,𗛘,khu²,qhu̱²,2.01,豺,03.09B.4,2
1674,501,𘘇,śjwi¹,świ¹,1.30,狼,03.09B.4,3
1675,3099,𗫻,dźji̱j¹,ndźe¹,1.39,居,03.09B.4,4
1676,5165,𗯩,twụ¹,twu̱h¹,1.58,處,03.09B.4,5
1677,1870,𗗱,dźiə¹,dẓaə̱¹,1.28,狐,03.09B.4,6
1678,1666,𗗶,nə,nə̱?,0,狸,03.09B.4,7
1679,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,03.09B.4,8
1680,2082,𗤄,ꞏjɨr¹,ryər¹,1.86,問,03.09B.4,9
1681,2090,𗦇,lew²,lli̱w²,2.38,所,03.09B.4,10
1682,5688,𘕣,wa²,vwa̱²,2.14,何,03.09B.4,11
1683,5670,𘂬,ꞏo¹,γo̱¹,1.49,有,03.09B.4,12
1684,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.09B.4,13
1685,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,03.09B.4,14
1686,1045,𘒣,dạ²,da̱h²,2.56,曰,03.09B.4,15
1687,441,𗖶,sjwɨ¹,swə¹,1.30,誰,03.09B.5,1
